,caption,add_tail,repeat_event,repeat_word,delete_word,error
36618,a speak while beeping occur,0,0,0,1,1
36619,a man speak with bird in the background follow by a man speak,0,1,0,0,1
36620,a man speak speak and insect buzz,0,0,1,0,1
36621,a man whistle sweetly like a bird and there be bird wing ruffle in the background and a man whistle sweetly like a a bird,0,1,1,0,1
36622,a car engine be rev a few time before be turn off then a man speak and a door shut,0,0,0,0,0
36623,speech mix with the intermittent oink of a pig,0,0,0,1,1
36624,several sheep bleat while a man and a woman talk,0,0,0,0,0
36625,a man speak and a huge crowd applaud and it echo and then,1,0,0,0,1
36626,"an adult male speaking , accompany by rush wind and door opening and a",1,0,0,0,1
36627,rain sound that turn into someone singe and then,1,0,0,0,1
36628,several cat meow then a rustle noise follow by more meowing and a and more meowing,1,1,0,0,1
36629,"multiple people yell , and several male speak and yell follow by",1,0,0,0,1
36630,rain fall on the surface while music be play,0,0,0,0,0
36631,wood and clanking follow by church bell ring,0,0,0,1,1
36632,"plastic crinkle , clattering occur , and an adult male speak",0,0,0,0,0
36633,bird be chirp chirp and use other vocalization,0,0,1,0,1
36634,a man give a speech a man give a speech,0,1,0,1,1
36635,a child vocalize and speak with a woman follow by,1,0,0,0,1
36636,a woman be talk softly as buzzing fly by,0,0,0,1,1
36637,wind and flap slowly get loud in the background as goose repeatedly vocalize together,0,0,0,0,0
36638,a machine gun fire rapidly then music play on the,1,0,0,0,1
36639,a child and and a man speak,0,0,1,0,1
36640,chop wood with an are,0,0,0,0,0
36641,a man speak follow by some rattle and bang,0,0,0,0,0
36642,water splashing follow by hum and a man speak,0,0,0,0,0
36643,siren ring as traffic pass slowly,0,0,0,0,0
36644,baby be cry as a woman be speak and,1,0,0,1,1
36645,a telephone dialing continuously after a telephone dialing continuously,0,1,0,0,1
36646,a man sing and play a guitar follow by someone whistle,0,0,0,0,0
36647,a bird chirping follow by some camera muffle and a bird chirping,0,1,0,0,1
36648,something run then a goat bleat,0,0,0,0,0
36649,an vehicle move then a siren be trigger and then before an vehicle move then a siren be trigger,1,1,0,0,1
36650,something be spray twice and water be turn on fast from a faucet and a girl voice talk and a before water be turn on f,1,1,0,0,1
36651,hum of distant traffic and a,1,0,0,0,1
36652,a child cry while a man yell yell,0,0,1,0,1
36653,wind blow hard and rustle sound,0,0,0,0,0
36654,"a woman talk in the distance , and then steam hiss nearby , follow by a woman talk",0,0,0,0,0
36655,"in an enclose environment , adult male and female speak and child speak and shout in the background , while an adult female speak in the foreground via electronic amplification",0,0,0,0,0
36656,deep hum with some rustle and click before wind blow in the the,1,0,1,0,1
36657,a man perform a monologue while a man perform a monologue,0,1,0,0,1
36658,"a woman talk , and then be buzz while people talk , after which music play",0,0,0,0,0
36659,a vehicle be speed up and a man man speak in the,1,0,1,0,1
36660,an electronic device beep,0,0,0,0,0
36661,a skid pass by follow by a car skid p,0,1,0,1,1
36662,a dog be growl and bark of a follow by bark,1,1,0,0,1
36663,a cat meow and then let out a long sustained meow,0,0,0,1,1
36664,a vehicle be run and a mechanical lift sound,0,0,0,0,0
36665,"a group of people speak , some child with high pitched voice and a baby cry",0,0,0,0,0
36666,people be talk talk and a gun be fire a,1,0,1,0,1
36667,a woman talk while fry food,0,0,0,0,0
36668,a baby cry and a woman vocalize briefly a,1,0,0,0,1
36669,some pigeon coo and some pigeon coo,0,1,0,0,1
36670,music in the background with with rattling and burst of spray,0,0,1,0,1
36671,some liquid flow and and stop,0,0,1,0,1
36672,a male speak and another male speak as a light wind,0,0,0,1,1
36673,animal bleat as a small bell tinkle and a,1,0,0,0,1
36674,mechanical sander run,0,0,0,0,0
36675,wind blow strongly,0,0,0,0,0
36676,an emergency siren wail follow by a person yell as,1,0,0,0,1
36677,wind blow and food sizzle,0,0,0,0,0
36678,music playing continually,0,0,0,0,0
36679,several man talk while a helicopter engine work,0,0,0,0,0
36680,several pigeon coo and flap wing as,1,0,0,0,1
36681,a motorcycle hum as idle then be rev,0,0,0,1,1
36682,a short music sound be follow by explosion,0,0,0,0,0
36683,a high pitch whir noise,0,0,0,0,0
36684,musical chime with some clicking and some distant banging,0,0,0,0,0
36685,rapid gunfire follow by laugh,0,0,0,0,0
36686,a man speak and laugh then a motorbike start,0,0,0,0,0
36687,"an insect buzz and be smack , while cricket chirp while an insect buzz",0,1,0,0,1
36688,"an an adult male speak , and a crowd of people clap and cheer as",1,0,1,0,1
36689,people cheer and applaud,0,0,0,0,0
36690,"people speak , cat meow",0,0,0,0,0
36691,someone point while people cheer in the background,0,0,0,1,1
36692,a fly swarm around and music play while an audience laugh,0,0,0,0,0
36693,a large boat engine hum of a,1,0,0,0,1
36694,vehicle traffic be present in the background while several duck quack and an adult speak briefly,0,0,0,1,1
36695,a series of raspy rub noise while woodwind instrument be play a soft melody in the background and,1,0,0,0,1
36696,hiss and whoosh with some rattling,0,0,0,0,0
36697,a toy helicopter buzzing then then power down,0,0,1,0,1
36698,a helicopter hover loudly nearby follow by after a helicopter hover loudly nearby,1,1,0,0,1
36699,bell ring and echo in a large and a before echo in a large chamber,1,1,0,1,1
36700,gunfire shot and noise,0,0,0,1,1
36701,race car engine accelerate and skid tire while speed off,0,0,0,0,0
36702,air blow into a speaker,0,0,0,0,0
36703,a horse clip - clop in the distance quickly and then neighs several time,0,0,0,1,1
36704,fire engine approach with background traffic noise while background traffic noise,0,1,0,0,1
36705,"water run while a man be talk , , along with metal thud in the background follow by",1,0,1,0,1
36706,use a can of spray paint,0,0,0,1,1
36707,water run into a round surface and someone speak and then,1,0,0,0,1
36708,a chime continuously with some some distant speech on the,1,0,1,1,1
36709,some metal and wood object be tap,0,0,0,0,0
36710,"a group of people be talk , and adult female speak in the foreground , and squeaking occur",0,0,0,0,0
36711,"grass rustle , child speak , a goat yell follow by",1,0,0,0,1
36712,bird chirp while water run,0,0,0,0,0
36713,clattering occur and a horse be run as as,1,0,1,0,1
36714,a dog be snore,0,0,0,0,0
36715,two people discuss,0,0,0,0,0
36716,female speak in a present voice,0,0,0,0,0
36717,"a man narrate action , he get very excited when engine begin to roar roar with before a man narrate action , he get very excited when engine begin to roar",1,1,1,0,1
36718,multiple siren go off,0,0,0,0,0
36719,a long whistling go continuous as a long whistling go continuous,0,1,0,0,1
36720,many random beep while robotic voice speak as many r,0,1,0,0,1
36721,"wind blow , the high pitched roar of a small engine grow louder before get quiet again as it pass by before it p",0,1,0,0,1
36722,an insect buzzing follow by instrumental rock music play and,1,0,0,0,1
36723,"a gong sound , metal click , an adult female speak , and an adult male speak after an adult male speak",0,1,0,0,1
36724,an airplane prepare to take off follow take off from a runway,0,0,0,1,1
36725,radio speech and beep and a,1,0,0,0,1
36726,as a motor vehicle pass by the engine be rev on the,1,0,0,0,1
36727,the wind be blow and bird bird be singe,0,0,1,0,1
36728,a train be pass on nearby track and sound the horn,0,0,0,0,0
36729,speech utter by an female human,0,0,0,1,1
36730,low rumbling of a car engine,0,0,0,0,0
36731,small bird chirp and wind whistle and then,1,0,0,0,1
36732,people clap follow by purr,0,0,0,0,0
36733,quiet running water,0,0,0,0,0
36734,vehicle vehicle be rev and go fast,0,0,1,0,1
36735,"a faint horse neigh , some clip clop and then",1,0,0,0,1
36736,bird chirp in the background and the faint bark of a dog,0,0,0,0,0
36737,talk with soft static noise,0,0,0,1,1
36738,rough sound of a large truck engine with,1,0,0,0,1
36739,human speech with with clip - clop and kid talk in the background follow by human speech,0,1,1,0,1
36740,hum of an engine with man speak,0,0,0,0,0
36741,"someone be be struggle , open a door and there be laughter while someone be struggle , open a door",0,1,1,1,1
36742,a motor vehicle be pass by and go fast,0,0,0,0,0
36743,a man speak and move a pan pan,0,0,1,0,1
36744,"a man talk nearby , follow by a man laugh and a police car siren",0,0,0,0,0
36745,rustle with constant humming,0,0,0,0,0
36746,someone shuffle shuffle paper around,0,0,1,0,1
36747,a woman and a a baby babble on the before a woman,1,1,1,0,1
36748,splash and rustle with with a man speak,0,0,1,0,1
36749,"roar static be ongoing , along with liquid gurgling and pop",0,0,0,0,0
36750,rain fall on surface,0,0,0,1,1
36751,rustle and vibrate as an engine run and wind blow with a man speak,0,0,0,0,0
36752,man talk nearby as wasp fly in the distance,0,0,0,1,1
36753,a training horn emit two linger sound follow by a train approach as the engine rumble,0,0,0,0,0
36754,child speak and the clip - clop of a horse,0,0,0,0,0
36755,"a man talk , follow by clang of silverware , after which a man continue to talk with",1,0,0,1,1
36756,a small dog woofs then a buzz and the dog 's 's nail scratch a hard surface and he continue to bark softly,0,0,1,0,1
36757,man speak as pigeon coo and flap wing,0,0,0,1,1
36758,rustle and distant speech follow by a sneeze,0,0,0,0,0
36759,a man speak follow by an explosion and loud squeal,0,0,0,0,0
36760,different bird chirp constantly,0,0,0,0,0
36761,people laugh and talk while something buzz as talk,0,1,0,0,1
36762,man speak with distant humming,0,0,0,0,0
36763,hum with chirping of bird with faint quack and a distant barking dog,0,0,0,0,0
36764,a continuous liquid spray spray be pretty steady and fast in the,1,0,1,0,1
36765,a sewing machine operate follow by crowd conversation,0,0,0,0,0
36766,a young girl talk follow by a robotic female voice speak,0,0,0,0,0
36767,a sewing sewing machine run,0,0,1,0,1
36768,a man speak as an engine hum hum and tire squeal,0,0,1,0,1
36769,an audience give applause after an audience give applause,0,1,0,0,1
36770,a few click and a baby baby laugh then another click and more laughter and a few click,1,1,1,1,1
36771,a man talk as someone get punch and a motorcycle be be drive a,1,0,0,0,1
36772,"clack and clanking occur , a tool motor be run with a high - pitched whine , rhythmic clicking be present , and an adult male speak in the background",0,0,0,0,0
36773,"a vehicle in motion , sound of other vehicle 's nearby while a vehicle in motion , sound of other vehicle 's nearby",0,1,0,0,1
36774,gunshot and gunfire sound and someone be speak as someone be speak,0,1,0,0,1
36775,a man singe with piano playing and people laugh follow by splash water and man speak,0,0,0,0,0
36776,water trickle and man exclaim,0,0,0,0,0
36777,vehicle run follow by burst,0,0,0,0,0
36778,vehicle drive by and some people make noise,0,0,0,0,0
36779,traffic noise honk tire squeal someone speak in follow by car and engine rove,0,0,0,1,1
36780,someone snore nearby with,1,0,0,0,1
36781,a horn honk two time,0,0,0,0,0
36782,man and child laugh and talk with stream sound of a as man,1,1,0,0,1
36783,a man talk over a sizzling sound,0,0,0,0,0
36784,hiss sound and click,0,0,0,1,1
36785,a man speak together with intermittent drilling,0,0,0,0,0
36786,steam come from a train by,1,0,0,1,1
36787,a horse be trot and a sharp snap crack the air,0,0,0,0,0
36788,engine chug loudly,0,0,0,0,0
36789,a door be slide over surface,0,0,0,1,1
36790,a man yell at another man as,1,0,0,0,1
36791,something burst loudly and people,0,0,0,1,1
36792,a motorcycle start up and pull off,0,0,0,0,0
36793,bee be buzz and guy be talk and then as bee be,1,1,0,1,1
36794,an engine idling and sputtering in the before sputtering,1,1,0,0,1
36795,a man cheer nearby as an audience clap loudly,0,0,0,0,0
36796,a man talk then a power tool turn on,0,0,0,0,0
36797,"a man speak , music play and after a man speak , music play",1,1,0,0,1
36798,"water rush , people speak as",1,0,0,0,1
36799,a dog be react to something violently while growl,0,0,0,0,0
36800,low rumbling of a engine,0,0,0,1,1
36801,three separate low pitch square sound after three separate low pitch square sound,0,1,0,0,1
36802,tick and some clanking clanking,0,0,1,0,1
36803,"a person speak , a car door open while a speak , a car door open",0,1,0,1,1
36804,some outdoor sound follow by a woman talk then a man also dog bark,0,0,0,0,0
36805,general inaudible outdoor outdoor conversation involve adult and child follow by,1,0,1,0,1
36806,"a car engine rev and rattle , it speed up",0,0,0,0,0
36807,a man ponder inside his car as he beep the horn after a man ponder inside his car,0,1,0,0,1
36808,a man speak and water be trickle,0,0,0,0,0
36809,fry food and scrape scrape noise,0,0,1,0,1
36810,a person be singe and talk while make meow sound,0,0,0,0,0
36811,a man deliver an address,0,0,0,0,0
36812,a vibration sound be hear follow by,1,0,0,0,1
36813,young male speak and duck quack,0,0,0,1,1
36814,"a man yell in the distance , a close man react , splash in the water , the close man react and run as",1,0,0,1,1
36815,water rush in a stream and and,1,0,1,0,1
36816,a person be whistle tune on the,1,0,0,1,1
36817,an adult male be speak,0,0,0,0,0
36818,people cheer while car race,0,0,0,0,0
36819,a man be whistle and there be beep,0,0,0,0,0
36820,a man deliver a and,1,0,0,1,1
36821,lot of people 's clap,0,0,0,0,0
36822,a car horn squeak a tune and people cheer,0,0,0,0,0
36823,music be play while and man and woman be talk and food be sizzling after woman be talk,0,1,0,1,1
36824,several metal metal bell be clang,0,0,1,0,1
36825,"machinery clang nearby , after which a sewing machine actuate rapidly nearby",0,0,0,0,0
36826,a man speak with distant chirp of bird and buzzing of insect,0,0,0,0,0
36827,a man speak and a phone ring,0,0,0,0,0
36828,an engine run quietly with intermittent beeping,0,0,0,0,0
36829,church bell ring repeatedly as,1,0,0,0,1
